,review_id,text,labels
97,98,"Конечно, мое мнение очень субъективное, но у нашей семьи остались только самые приятные воспоминания о трех днях, которые мы провели в этом отеле. Очень приятный персонал, во всем помогали и шли нам навстречу. Номера старые, но чистые и аккуратные, все необходимое у нас было. Завтраки очень скромные, кофе да круасаны, но все вкусно:) Расположение идеальное, пешком можно дойти до Лувра, Норт-Дам де Пари, Эйфелевой башни... По Парижу как раз наиболее приятно гулять пешком, метро там далеко не комфортное:) Если еще раз выберемся в Париж, остановимся здесь опять!","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'завтрак', 'sentiment': 'mixed'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'транспорт', 'sentiment': 'negative'}]"
98,99,"Хороший отель.Стильный интерьер и комфортные просторные номера. Бесплатный Wi-Fi. Разнообразный завтрак, в номере чисто и свежо, хорошая звукоизоляция. Персонал услужливый и отзывчивый. Никогда ни в чем не отказывали.Добираться до достопримечательностей удобно, рядышком автобусная остановка. Советую.","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'интерьер', 'sentiment': 'positive'}, {'aspect': 'комфорт', 'sentiment': 'positive'}, {'aspect': 'wi-fi', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'звукоизоляция', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}]"
99,100,"Отель довольно удобно расположен, особенно для тех, кто путешествует на общественном транспорте. Здесь и вокзал рядом и станция метро поблизости. До центра можно дойти пешком минут за 40, а на такси доехать за 7-20 евро в зависимости от пробок (10-20 минут). У отеля есть собственная подземная парковка по самой низкой цене которую мне удалось найти – 19 евро в сутки (количество заездов и выездов не имеет значение, оплата только за сутки). Номера маленькие, но вполне соответствуют статусу отеля. Когда выбирал где остановиться, то прочитал отзывы туристов что здесь вкусные завтраки и хорошее соотношение по цене и качеству (относительно завтраков). Я бы не сказал, что завтраки действительно интересные и разнообразные. Цена на 1 человека 9,50 евро. В принципе, наверное, цена на завтрак действительно низкая, и наесться тоже вполне реально, но изо дня в день ассортимент будет неизменным. Кроусанчики всегда были свежими, кофе вкусным, даже мягкие сыры присутствовали, ветчина тоже присутствовала. Сравнивая завтраки с другими отелями можно прийти к выводу что завтраки заказать можно, если нет желание тратиться на более дорогие кафешки. Номера в отеле чистые и несмотря на маленькие размеры достаточно удобны. Ванная комната совсем миниатюрная, но все удобства имеются и душ принять не составило никаких проблем. В итоге, я сделал вывод что отель соответствует количеству звезд, цене за проживание и заслуживает хорошего отзыва. Меня всё устроило, остался очень доволен, и я готов вернуться в этот же отель еще раз. Никаких изысков, но всё соответствует ценовому уровню. (Останавливался на 3 дня с 10 по 12 мая 2014 года).","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'парковка', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'завтрак', 'sentiment': 'mixed'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'удобства', 'sentiment': 'positive'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}]"
100,101,"Выбирали отель для приятного пляжного отдыха и не ошиблись. Зелёная территория с ландшафтными композициями, по территории гуляют павлины. Поражает, как в пустыне, а за территорией отеля действительно пустыня, возможно выращивать такую красоту! У отеля несколько бассейнов. Бассейн напротив входа в центральное здание глубокий, но есть отдельная зона для детей (лягушатник). Там народу было немного. У остальных бассейнов народу гораздо больше, за исключением одного, куда допускают только отдыхающих определённых номеров - там людей практически нет). Лежаки, зонты, полотенца бесплатно. У бассейнов бары. Лежаки в большом количестве есть также и на песчаном пляже, и на лужайке подальше от моря. Вообще, территория отеля очень большая, пляж длинный. Песок чистый, море тоже. Есть водоросли, куда же без них. Интерьеры отеля шикарные. Номер у нас был чистый и уютный (в главном здании - вид на сад). Балкон маленький (не особо нами был востребован). У мужа во время пребывания в отеле был день рождения, о чём он указал в анкете, так что вечером в указанный день его поздравили букетом цветов :-)) и небольшим тортиком. Завтраки в отеле отличные, разнообразие всего и достаточно вкусно. Вечером ходили в ресторан (цены высокие), иногда заказывали в номер (более демократично). Ресторанов несколько, можно выбрать по предпочтениям. В отеле есть русскоговорящий персонал. В целом, остались довольны. Единственный минус - далековато от центра города (мы предусмотрели этот вариант, и ""догуливали"" остальную часть отпуска в другом отеле в центре Дубая)","[{'aspect': 'пляжный отдых', 'sentiment': 'positive'}, {'aspect': 'территория отеля', 'sentiment': 'positive'}, {'aspect': 'бассейны', 'sentiment': 'positive'}, {'aspect': 'услуги', 'sentiment': 'positive'}, {'aspect': 'пляж', 'sentiment': 'positive'}, {'aspect': 'интерьеры отеля', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'обслуживание', 'sentiment': 'positive'}, {'aspect': 'завтраки', 'sentiment': 'positive'}, {'aspect': 'рестораны', 'sentiment': 'mixed'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'negative'}]"
101,102,Отдыхали в мае..В париже не в первый и выбирали уже знаю районы..отель расположен рядом с оперой..тут же рядом галерея лафайет..можно заняяться шопингом..тут же останавливаются экскурсионные автобусы..вы можете без проблем доезжать на них куда угодно..а вообще отель в центре..можно просто пешком прогуляться по прекрасным улицам Парижа и наслаждаться этим великолепным городом.,"[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'доступность транспорта', 'sentiment': 'positive'}, {'aspect': 'близость к достопримечательностям', 'sentiment': 'positive'}]"
102,103,"Отличный отель недалеко от собора Инвалидов. Рядом находятся небольшие кафе и супермаркет.Номер был на последнем этаже с видом во внутренний дворик - можно было дышать воздухом Парижа через открытое окошко.Номера очень и очень небольшие, но зато с душем и туалетом. В Париж мы приезжаем не в номере сидеть, в конце концов!Предупреждение: обратите внимание на розетки! Приборы с круглым штекером зарядить проблематично, там хитрое их устройство!А в остальном - все замечательно: очень мило, уютно, очень по-французски.А главное -до Эйфелевой башни можно дойти пешком и с этой улицы ее даже неплохо видно)","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'удобства', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'розетки', 'sentiment': 'negative'}, {'aspect': 'атмосфера', 'sentiment': 'positive'}, {'aspect': 'вид из окна', 'sentiment': 'positive'}]"
103,104,"Отличное расположение! Стильно! Прекрасный персонал!Цена-качество!ОЧЕНЬ РЕКОМЕНДУЮ!!!Чудесный отель с прекрасным интерьером, новой мебелью,качественным обслуживанием. Не менее хорош отель ReMarka на 6-ой Советской(5 минут от Московского вокзала и Невского проспекта)","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'стиль', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'цена-качество', 'sentiment': 'positive'}, {'aspect': 'интерьер', 'sentiment': 'positive'}, {'aspect': 'мебель', 'sentiment': 'positive'}, {'aspect': 'обслуживание', 'sentiment': 'positive'}]"
104,105,останавливаемся в этом отеле каждый год. доброжелательный персонал. удобное расположение гостиницы. неплохие завтраки. Stayed at this hotel every year. Friendly staff. Convenient location. Good breakfast.,"[{'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}]"
105,106,"В целом отель неплохой и очень подходит для бюджетных поездок. Номер достаточно большой, в комнате есть все необходимое-свет, столик, тумбочка, ТВ, раковина, душ с раздельным туалетом.Чисто, уютно, белье каждый день меняли. Немного омрачило прибывание в отеле поведение немецких подростков-шум, на который персонал не реагировал, а так же отсутствие телефона в номере для связи с персоналом. В районе отеля находится множество рынков, мы старались быстренько пробежать через эту толпу...Метро находится в 10-15 минутах ходьбы, до Монмартра добирались пешком, по пути супермаркеты, кафешки, сувенирные лавки и конечно же, ни с чем несравненные кондитерские!:) Рекомендую не привередливым туристам.","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'удобства', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'negative'}, {'aspect': 'шум', 'sentiment': 'negative'}, {'aspect': 'связь с персоналом', 'sentiment': 'negative'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'местные достопримечательности', 'sentiment': 'positive'}, {'aspect': 'рекомендация', 'sentiment': 'positive'}]"
106,107,"Что понравилось:У отеля очень хорошее расположение. Башню видно прямо с придорожной улицы отеля. Идти пешком до нее примерно 10-15 минут. Под ближайшим мостом находится парижская статуя свободы.В номерах есть ванная и душевая кабинка, а также чайник и холодильник. Всегда можно заварить чашечку кофе со сливками, или перекусить в номере.В холле есть два компьютера с принтером и выходом в интернет на 20 минут. Вполне хватило чтобы зарегистрироваться онлайн и распечатать посадочный талон.Не понравилось:Вай фай бесплатный только на час. В холле бесплатного вай-фая нет. Нет русских каналов, хотя телевидение спутниковое.Убирают - лишь бы отделаться. Нам в номер в раковину просто накидали кучу бутылочек с шампунем на все время поездки. Еще не понравилось, что туалет с ванной раздельно и находятся в разных частях комнаты (но это на любителя).","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'удобства в номере', 'sentiment': 'positive'}, {'aspect': 'услуги в холле', 'sentiment': 'positive'}, {'aspect': 'wi-fi', 'sentiment': 'negative'}, {'aspect': 'телевидение', 'sentiment': 'negative'}, {'aspect': 'уборка номера', 'sentiment': 'negative'}, {'aspect': 'расположение ванной и туалета', 'sentiment': 'negative'}]"
107,108,хороший отель! прекрасная архитектура здания находиться в центре парижа все в пешей доступности!номера большие раскошная мебель! завтраки очень вкусные а если дорого то кафешек на улице полно!!в отеле хороший сервис и очень чистые номера,"[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'архитектура', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'мебель', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'mixed'}, {'aspect': 'сервис', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}]"
108,109,"Я счетаю, что этот отель заслуживает еще +1*!!!Когда я жила в этом отеле, производили полный капитальный ремонт! Новая мебель, абсолютно все заменяли на новое!!! Далеко не во всех 4* отелях вы можете увидишь в своем номере фен, сейф, и телевизор плазму... В этом отеле все выше перечисленное уже входит в стоимость за номер! Цена по Дубайским меркам реально доступная! А так же вы можете пользоваться бассейном на крыше, имеется ночной клуб при отеле, и от центра Дубай расположен не так далеко... ","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'ремонт', 'sentiment': 'positive'}, {'aspect': 'мебель', 'sentiment': 'positive'}, {'aspect': 'удобства в номере', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'бассейн', 'sentiment': 'positive'}, {'aspect': 'ночной клуб', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}]"
109,110,"прекрасный бюджетный отель рядом с Эйфелевой башней за небольшие деньги. на рецепции находится дама с собакой, на вопрос ""где рядом вкусно перекусить"" она ответила ""везде"". комнаты очень маленькие, но этого достаточно. с горячей водой проблем не было. рядом станция метро, с которой мы добирались до аэропорта. рядом есть продуктовый супермаркет. в общем бюджетный вариант с шикарным расположением.","[{'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'neutral'}, {'aspect': 'размер комнат', 'sentiment': 'negative'}, {'aspect': 'удобства (горячая вода)', 'sentiment': 'positive'}, {'aspect': 'транспортная доступность', 'sentiment': 'positive'}, {'aspect': 'близость к магазинам', 'sentiment': 'positive'}]"
110,111,"Милый отель для пребывания вдвоем в 2-х минутах от Champs-Élysées (Елисейских полей) Все было на уровне , начиная от прибытия . 4 звезды по всем меркам . Цена отвечает заявленному уровню. Практически до любого места в Париже (достопримечательности) на такси 12-14 евро","[{'aspect': 'общая оценка', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}]"
111,112,"Прилетели мы в Париж ранним утром, пока получили багаж и доехали до отеля, время было уже к 12. На рецепшене мы сразу оплатили номер, сонные, уставшие, попросили дать нам номер пораньше, сотрудники отеля пошли на встречу и уже в час дня, мы были в отличном номере с двумя кроватями, чистом и уютном. Свежий ремонт, хорошая мебель. Очень вкусно пахло чем-то цветочным =) Отдохнули, пошли гулять. Очень обрадовались, когда поняли, насколько удачно расположен отель и как нам повезло! Вокруг много ресторанчиков и кафе, есть супермаркет, магазины одежды и аптеки. Самое приятное, что прогулка до ЭЙФЕЛЕВОЙ БАШНИ заняла всего лишь 10-15 минут. Напротив Дом Инвалидов, где находится саркофаг Наполеона. Набережная Сены тоже рядышком. Прогулка до елисейских полей через очень красивый мост Александра третьего займет 20-25 минут, так же совсем рядом Дворцы - большой и малый, триумфальная арка и колесо обозрения. В отеле крошка-лифт, я не могу назвать это серьезным недостатком, это даже кажется мне милым дополнением к атмосфере отеля. Не было хамства со стороны персонала, очень заботливые и вежливые. Предложили вызвать такси для нас, когда мы выезжали. В общем все очень здорово! Даже отсутствие бара и тонкие стены номера, через которые практически 100 % слышимость, не смогли испортить вапечатление.","[{'aspect': 'рецепшен', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'ремонт', 'sentiment': 'positive'}, {'aspect': 'мебель', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'рестораны и кафе', 'sentiment': 'positive'}, {'aspect': 'магазины', 'sentiment': 'positive'}, {'aspect': 'лифт', 'sentiment': 'neutral'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'бар', 'sentiment': 'negative'}, {'aspect': 'звукоизоляция', 'sentiment': 'negative'}]"
112,113,"Долго выбирали семьей отель и ошиблись очень сильно! Наш туроператор (Библиоглобус) сказал, что поселят без проблем, так как наш заезд был ночью. Вместо 3 часов ночи мы добрались до отеля в 6 утра (3,5 часа стояли в очереди в аэропорту). Нам отказали дать номер раньше 14 часов дня, и это при том, что с нами был ребенок 2 лет! Переговоры ни к чему не привели. Заплатив 2 тыс долларов за путевку, мы остались ночью сидеть на чемоданах!!!!!!! Правда, часа через 1,5 номер все-таки дали, видимо чтобы наши разъяренные и заплаканные лица не видели идущие на завтрак. Номер большой, убирали достаточно хорошо, но первое крайне отрицательное впечатление побороть не удалось. К концу нашего пребывания соседи жаловались на присутствие большого количества клопов в номере!","[{'aspect': 'туроператор', 'sentiment': 'negative'}, {'aspect': 'заезд в отель', 'sentiment': 'negative'}, {'aspect': 'обслуживание', 'sentiment': 'negative'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'впечатление', 'sentiment': 'negative'}, {'aspect': 'соседи', 'sentiment': 'negative'}]"
113,114,"Добрый день! Хочу поделиться своими впечатлениями об отеле Hotel Staybridge Suites St. Petersburg.Проживала там 2014г в феврале. Номер брали студио на двоих взрослых. Номер просторный и уютный. Панорамное окно, правда вид частично на стройку и соседний отель. В номере оборудованная кухня, есть все необходимое. Так же были принадлежности для чая и кофе. В отеле есть не большой маркет, что то же удобно. Очень понравился теплый пол в ванной комнате. Телевизор с плоским экраном и входом USB. Уборка в номере нормальная,не напрягала. Хочется отдельно поблагодарить персонал и менеджера отеля, за душевное отношение к гостям. А на вечернем фуршете чувствуешь себя членом одной большой семьи. В проживание включен завтрак. Для кого то может они и не разнообразные, но всегда есть чем утолить голод. Кофемашиной можно пользоваться 24 часа в сутки, тоже удобно, так как была там в морозную погоду и выходить из отеля не очень хотелось.Для любителей спорта есть тренажерный зал. Еще хочется отметить, что отель соединен с другим отелем переходом. Где найдется ресторан на любой вкус. Есть так же ночной клуб, очень удобно, потанцевал и ни куда ехать не надо на такси, пять минут и уже в теплом и уютном номере.В общем отель оставил только положительные эмоции! Не только хочу его рекомендовать всем, но и сама хочу вернуться туда. Если получится, то с радостью встретим там Новый Год! Одно пожелание всем сотрудникам отеля - Оставайтесь такими же доброжелательными!","[{'aspect': 'номер', 'sentiment': 'positive'}, {'aspect': 'вид из окна', 'sentiment': 'mixed'}, {'aspect': 'кухня в номере', 'sentiment': 'positive'}, {'aspect': 'маркет в отеле', 'sentiment': 'positive'}, {'aspect': 'ванная комната', 'sentiment': 'positive'}, {'aspect': 'телевизор', 'sentiment': 'positive'}, {'aspect': 'уборка', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'вечерний фуршет', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'positive'}, {'aspect': 'кофемашина', 'sentiment': 'positive'}, {'aspect': 'тренажерный зал', 'sentiment': 'positive'}, {'aspect': 'соединение с другим отелем', 'sentiment': 'positive'}, {'aspect': 'ресторан', 'sentiment': 'positive'}, {'aspect': 'ночной клуб', 'sentiment': 'positive'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}]"
114,115,"Отдыхали в отеле с 31 октября по 4 ноября 2014 г., номер-студия. Очень понравилось. Удобное расположение в историческом центре города. Уютный, хорошо отремонтированный отель. Идеальная чистота в номере и в коридорах. Приветливый и доброжелательный персонал.","[{'aspect': 'дата отдыха', 'sentiment': 'neutral'}, {'aspect': 'тип номера', 'sentiment': 'neutral'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'состояние отеля', 'sentiment': 'positive'}, {'aspect': 'чистота', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}]"
115,116,"Провели новогодние выходные 2014 в этом отеле.. Как говорится - отель напомнил советский пионерский лагерь только с красивой приставкой - спа отель.. хотя бассейна нет, 2 сауны и то за отдельную плату., вообще все за отдельную плату- спорт.интвентарь, мини-зоопарк.. оснащение номеров - самое дешевое, стены фанерные, звукоизоляции никакой, слышно как соседи храпят. утром проыпался от рева и визга детей в коридоре.туалетная бумага - самая дешевая, душевые принадлежности в индивидуальной упаковке, в качестве сомневаюсь. минибар пустой, питьевой воды в номере нет.персонал не в курсе, что такое сервис. шведский стол- так себе.. отдаленная идея оформления стола..Новогодний ужин был только хороший, много закусок,выпивки..шоу-программа ужасная.. короче, бльше в этот отель ни ногой!","[{'aspect': 'общее впечатление', 'sentiment': 'negative'}, {'aspect': 'спа-услуги', 'sentiment': 'negative'}, {'aspect': 'дополнительные услуги', 'sentiment': 'negative'}, {'aspect': 'оснащение номеров', 'sentiment': 'negative'}, {'aspect': 'звукоизоляция', 'sentiment': 'negative'}, {'aspect': 'чистота', 'sentiment': 'negative'}, {'aspect': 'мини-бар', 'sentiment': 'negative'}, {'aspect': 'персонал', 'sentiment': 'negative'}, {'aspect': 'питание', 'sentiment': 'mixed'}, {'aspect': 'шоу-программа', 'sentiment': 'negative'}]"
116,117,"Останавливались в гостинице "" Охтинская"" в январе 2014г. Нам нужен был именно Красногвардейский район.Бронировали через Букинг, расплачивались картой, приехали раньше расчетного часа, но нас тут же заселили. Выезжали также на 2 часа позже,чем надо, но тоже никаких доплат не взяли - было очень приятно.Улучшенный двухместный номер с видом на Неву и Большеохтинский мост, на другой стороне Смольный. В номере большой телевизор, ванная комната с ванной, огромная двуспальная кровать, два кресла, журнальный столик, ковровое покрытие. Все хорошо, кроме освещения.Половина ламп в номере декоративные, большого света нет и по утрам, когда темно, было не очень удобно. Ванна слишком высокая и не все могут в нее залезть с первого раза, да и выбираться тоже надо аккуратно. Сейф не привинчен к стене, его легко можно при желании унести. Хотя персонал сказал,что таких случаев пока не было :))) На шкафе для одежды нет дверей - говорят,что во всех номерах так. Завтрак не впечатлил, как и обед- ""шведский стол"" за 350 руб. с человека - не вкусно, а просто чтобы не умереть с голоду. В дальнейшем мы ходили в прекрасные питерские кафе. Общественный транспорт - автобусы и маршрутки буквально в 10 минутах ходьбы, до ближайшей станции метро Новочеркасская надо ехать. В целом гостиницу можно рекомендовать для нескольких дней - приятный персонал, неплохие номера, не очень дорого, прекрасный вид, тихий, спокойный район, недалеко транспорт и заведения общепита.","[{'aspect': 'бронирование', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'заселение', 'sentiment': 'positive'}, {'aspect': 'выезд', 'sentiment': 'positive'}, {'aspect': 'номер', 'sentiment': 'mixed'}, {'aspect': 'освещение', 'sentiment': 'negative'}, {'aspect': 'ванная комната', 'sentiment': 'negative'}, {'aspect': 'сейф', 'sentiment': 'negative'}, {'aspect': 'шкаф для одежды', 'sentiment': 'negative'}, {'aspect': 'завтрак', 'sentiment': 'negative'}, {'aspect': 'обед', 'sentiment': 'negative'}, {'aspect': 'транспорт', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'цена', 'sentiment': 'positive'}, {'aspect': 'вид из окна', 'sentiment': 'positive'}, {'aspect': 'район', 'sentiment': 'positive'}]"
117,118,"Этот отель подойдет для туристов, которые прибыли в Дубаи для деловых встреч, либо на шопинг. Мы отдыхали с ребенком 9 лет. В отеле нет русского представителя, персонал говорит на английском, при заселении возникли трудности с языковым барьером, нам не предоставили оплаченное доп. место для ребенка. Этот вопрос мы смогли решить только лишь по приезду нашего гида, на следующий день. В целом отель нормальный, без изысков. Стандартные комнаты маловаты по площади, номера обычные. На верхнем этаже открывается отличная панорама на город. В фитнес клуб ребенка одного не пускали. Расположение хорошее, во все необходимые места (пляж, аквапарк, фонтаны) для посещения мы добирались за 20дирхам. Такси ждать не нужно, выходишь -машина подъезжает. Вход из отеля в молл, это большой плюс. Там в молле есть супермаркет на 0 этаже, где можно купить все необходимое. В Эмиратс молле очень много магазинов, он ничуть не хуже Дубай молла. В отеле много деловых людей. Для первой поездки, чтобы ознакомиться со страной отель нам подошел, но в следующий раз будем выбирать отель ориентированный на пляжный отдых.","[{'aspect': 'целевая аудитория', 'sentiment': 'positive'}, {'aspect': 'персонал и обслуживание', 'sentiment': 'negative'}, {'aspect': 'языковой барьер', 'sentiment': 'negative'}, {'aspect': 'размещение', 'sentiment': 'negative'}, {'aspect': 'общее впечатление об отеле', 'sentiment': 'neutral'}, {'aspect': 'размер номера', 'sentiment': 'negative'}, {'aspect': 'вид из окна', 'sentiment': 'positive'}, {'aspect': 'фитнес-клуб', 'sentiment': 'negative'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'транспорт', 'sentiment': 'positive'}, {'aspect': 'прямой доступ к моллу', 'sentiment': 'positive'}, {'aspect': 'магазины поблизости', 'sentiment': 'positive'}, {'aspect': 'атмосфера в отеле', 'sentiment': 'neutral'}, {'aspect': 'повторное посещение', 'sentiment': 'negative'}]"
118,119,"Отель расположен в Дубай Марина, метро в 10 мин. пешком. Апартаменты большие, у нас был номер более 100 км.м., нам всем понравилось, что было столько места и отдельная кухня, где можно приготовить еду для детей. Обслуживание быстрое, вкусная еда в ресторане, очень понравилось!","[{'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'размер апартаментов', 'sentiment': 'positive'}, {'aspect': 'кухня', 'sentiment': 'positive'}, {'aspect': 'обслуживание', 'sentiment': 'positive'}, {'aspect': 'еда', 'sentiment': 'positive'}]"
119,120,"Первый раз приехали с мужем в Питер и остановились в отеле ""История"". Очень остались довольны выбором. Здание старой постройки передает дух города.Удачное месторасположение, до центра города и достопримечательностей пешком несколько минут. Рядом много заведений ( на разный кошелек), где можно покушать. Спасибо за гостепреимство! Мы влюбились в Город окончательно и бесповоротно!","[{'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'атмосфера', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'питание', 'sentiment': 'positive'}, {'aspect': 'гостеприимство', 'sentiment': 'positive'}]"
120,121,"Уютный, небольшой, очень романтичный отель в трех минутах от сада Люксембург. Отличный интерьер, прекрасно подобранная мебель, приветливый персонал, милый вид из окна – здесь так и хочется остаться жить.","[{'aspect': 'атмосфера', 'sentiment': 'positive'}, {'aspect': 'размер', 'sentiment': 'negative'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'интерьер', 'sentiment': 'positive'}, {'aspect': 'мебель', 'sentiment': 'positive'}, {'aspect': 'персонал', 'sentiment': 'positive'}, {'aspect': 'вид из окна', 'sentiment': 'positive'}]"
121,122,"Нашли мы этот отель, как и многие сегодня, на просторах интернета. И не пожалели. Отличное месторасположение вблизи Триумфальной арки, Елисейских полей,в кругу французских ресторанов (правда дети оценили Макдональдс расположенный неподалёку). Удобно вниз по Елисейским полям прогуляться до Лувра, а вернуться на метро, которое расположено в 5 минутах ходьбы от отеля. Там же станция RER, с которой можно добраться в Диснейленд или аэропорт. Сам отель - небольшое пятиэтажное здание. В номерах чисто и уютно, метраж комнат позволяет не сталкиваться при встречном движении (мы брали два номера: стандарт для старших детей, и двухкомнатный для себя с малышом - оба номера хорошие). Уборка номеров ежедневная. В номере можно согреться горячим чаем или чашечкой капсульного кофе (мы были зимой). Завтрак очень простенький. Нам не хватало горячей каши по утрам (мне казалось, что сейчас уже в любом отеле можно найти мультиварку с заваренными овсяными хлопьями, ан нет...).Бутерброды, йогурты, яблоки.В целом остались приятные, позитивные впечатления и я с удовольствием порекомендую отель друзьям.","[{'aspect': 'поиск отеля', 'sentiment': 'positive'}, {'aspect': 'расположение', 'sentiment': 'positive'}, {'aspect': 'достопримечательности', 'sentiment': 'positive'}, {'aspect': 'транспортная доступность', 'sentiment': 'positive'}, {'aspect': 'здание отеля', 'sentiment': 'neutral'}, {'aspect': 'чистота номеров', 'sentiment': 'positive'}, {'aspect': 'уют номеров', 'sentiment': 'positive'}, {'aspect': 'размер номеров', 'sentiment': 'positive'}, {'aspect': 'уборка номеров', 'sentiment': 'positive'}, {'aspect': 'удобства в номере', 'sentiment': 'positive'}, {'aspect': 'завтрак', 'sentiment': 'negative'}, {'aspect': 'общее впечатление', 'sentiment': 'positive'}, {'aspect': 'рекомендация', 'sentiment': 'positive'}]"
